OBJECTID,Name,Location,District,Neighbourhood,Container_Type,Bin_Type,Longitude,Latitude
3570,"Mlinovi 118F, 10000, Zagreb, Grad Zagreb, HRV","","Podsljeme","Šestine","Zvono","Papir",15.961807833966771,45.85099747180352
3572,"Podrebernica 13, 10000, Zagreb, Grad Zagreb, HRV","","Podsljeme","Šestine","Zvono","Papir",15.956536790336362,45.85308298277945
3573,"Podrebernica 13, 10000, Zagreb, Grad Zagreb, HRV","","Podsljeme","Šestine","Zvono","Plastika",15.956539472545375,45.85307551013811
3574,"Podrebernica 13, 10000, Zagreb, Grad Zagreb, HRV","","Podsljeme","Šestine","Zvono","Staklo",15.95655288359045,45.85306616933506
3575,"Gračanska cesta 78, 10000, Zagreb, Grad Zagreb, HRV","","Podsljeme","Gračani","Zvono","Staklo",15.974399548011144,45.85503021530958
3576,"Sljemenska Cesta bb, 10000, Zagreb, Grad Zagreb, HRV","","Podsljeme","Gračani","Zvono","Staklo",15.953793983550698,45.89872170604677
3577,"Puntijarka, Sljemenska cesta, 10000, Zagreb, Grad Zagreb, HRV","","Podsljeme","Gračani","Zvono","Staklo",15.963149388885386,45.90418868502394
3578,"Snježna kraljica, Sljeme 4, 10000, Zagreb, Grad Zagreb, HRV","","","","Zvono","Staklo",15.957869533729566,45.90243420580828
3579,"Trnsko 16A, 10020, Zagreb, Grad Zagreb, HRV","","Novi Zagreb - zapad","Trnsko","Zvono","Plastika",15.965106435348208,45.77570859338789
3580,"Trnsko 16A, 10020, Zagreb, Grad Zagreb, HRV","","Novi Zagreb - zapad","Trnsko","Zvono","Staklo",15.965154715110488,45.77570111035699
3581,"Trnsko 18a","","Novi Zagreb - zapad","Trnsko","Zvono","Plastika",15.963083978725196,45.77516534113269
3582,"Drežnik 51","","Brezovica","Brezovica","Zvono","Papir",15.89258902980748,45.72075819520934
3583,"Drežnik 51","","Brezovica","Brezovica","Zvono","Plastika",15.892629262942691,45.72077692120785
3584,"Drežnik 51","","Brezovica","Brezovica","Zvono","Staklo",15.892554161090303,45.72076943080921
3585,"Olibska / Vukovarska","","Trnje","Sigečica","Zvono","Staklo",15.999604433774785,45.80107841389591
3586,"Roberta Frangeša Mihanovića 2-10","","Trešnjevka - sjever","Rudeš","Zvono","Staklo",15.912025699351394,45.79735313188408
3587,"Lovinčićeva / Branka Perice","","Peščenica - Žitnjak","Ferenščica","Zvono","Staklo",16.02055613493907,45.799461280853926
3588,"Hermanova ulica 13, 10020, Zagreb, Grad Zagreb, HRV","","Novi Zagreb - zapad","Savski gaj","Zvono","Staklo",15.9625728502699,45.77091663048345
3589,"VRBIK 8A","","Trnje","Vrbik","Zvono","Staklo",15.969405568199404,45.79512447089134
3590,"PAVLENSKI PUT 22","","Stenjevec","Vrapče - jug","Zvono","Staklo",15.909900934703472,45.79990416311705
3601,"DUBEČKA 2","","Gornja Dubrava","Dubec","Podzemni","Papir",16.078929742401478,45.828662348444
3602,"DUBEČKA 2","","Gornja Dubrava","Dubec","Podzemni","Plastika",16.078908284729362,45.828572637314785
3603,"DUBEČKA 2","","Gornja Dubrava","Dubec","Podzemni","Staklo",16.078919013565415,45.82849787792999
3604,"DUBEČKA 2","","Gornja Dubrava","Dubec","Podzemni","Tekstil",16.078897555893302,45.828415642490754
3605,"KRANJČEVIĆEVA  53","","Trešnjevka - sjever","\"Silvije Strahimir Kranjčević\"","Podzemni","Plastika",15.95543784055204,45.80391475206679
3606,"KRANJČEVIĆEVA  53","","Trešnjevka - sjever","\"Silvije Strahimir Kranjčević\"","Podzemni","Plastika",15.955461980433165,45.803911012444416
3607,"KRANJČEVIĆEVA  53","","Trešnjevka - sjever","\"Silvije Strahimir Kranjčević\"","Podzemni","Papir",15.955502213568375,45.8039091426331
3608,"KRANJČEVIĆEVA  53","","Trešnjevka - sjever","\"Silvije Strahimir Kranjčević\"","Podzemni","Staklo",15.955534400076543,45.80390540301035
3609,"KRANJČEVIĆEVA  53","","Trešnjevka - sjever","\"Silvije Strahimir Kranjčević\"","Podzemni","Tekstil",15.955566586584714,45.80390540301035
3610,"KRANJČEVIĆEVA  1","","Trešnjevka - sjever","\"Silvije Strahimir Kranjčević\"","Podzemni","Plastika",15.961969019501302,45.80352582999301
3611,"KRANJČEVIĆEVA  1","","Trešnjevka - sjever","\"Silvije Strahimir Kranjčević\"","Podzemni","Plastika",15.96199852380046,45.80352769981718
3612,"KRANJČEVIĆEVA  1","","Trešnjevka - sjever","\"Silvije Strahimir Kranjčević\"","Podzemni","Papir",15.962030710308628,45.8035220903445
3613,"KRANJČEVIĆEVA  1","","Trešnjevka - sjever","\"Silvije Strahimir Kranjčević\"","Podzemni","Staklo",15.96205216798074,45.80351274122212
3614,"KRANJČEVIĆEVA  1","","Trešnjevka - sjever","\"Silvije Strahimir Kranjčević\"","Podzemni","Tekstil",15.962084354488917,45.80350900157276
3623,"PUŠKARIĆEVA 80","","Novi Zagreb - zapad","Lučko","Podzemni","Papir",15.885100427961417,45.7612441673486
3624,"PUŠKARIĆEVA 80","","Novi Zagreb - zapad","Lučko","Podzemni","Plastika",15.88507360587126,45.76121048496839
3625,"PUŠKARIĆEVA 80","","Novi Zagreb - zapad","Lučko","Podzemni","Staklo",15.8850628770352,45.76116931758716
3630,"OKRETIŠTE ČRNOMEREC - SJEVER","","Črnomerec","Kustošija - centar","Podzemni","Papir",15.934649784563357,45.815356645557266
3631,"OKRETIŠTE ČRNOMEREC - SJEVER","","Črnomerec","Kustošija - centar","Podzemni","Papir",15.934574682710927,45.8153603844113
3632,"OKRETIŠTE ČRNOMEREC - SJEVER","","Črnomerec","Kustošija - centar","Podzemni","Plastika",15.934660513399413,45.81532299585979
3633,"OKRETIŠTE ČRNOMEREC - SJEVER","","Črnomerec","Kustošija - centar","Podzemni","Plastika",15.93470342874366,45.815285607283194
3634,"OKRETIŠTE ČRNOMEREC - SJEVER","","Črnomerec","Kustošija - centar","Podzemni","Staklo",15.934488852022445,45.815397772937665
3635,"OKRETIŠTE ČRNOMEREC - ZAPAD","","Črnomerec","Kustošija - centar","Podzemni","Papir",15.933335502145882,45.81511735837791
3636,"OKRETIŠTE ČRNOMEREC - ZAPAD","","Črnomerec","Kustošija - centar","Podzemni","Papir",15.93331940889179,45.81517344140283
3637,"OKRETIŠTE ČRNOMEREC - ZAPAD","","Črnomerec","Kustošija - centar","Podzemni","Plastika",15.933335502145878,45.815057536422415
3638,"OKRETIŠTE ČRNOMEREC - ZAPAD","","Črnomerec","Kustošija - centar","Podzemni","Plastika",15.933356959818001,45.81501266991362
3639,"OKRETIŠTE ČRNOMEREC - ZAPAD","","Črnomerec","Kustošija - centar","Podzemni","Staklo",15.933330137727848,45.815237002096104
3652,"VRBIK 8A","","Trnje","Vrbik","Zvono","Plastika",15.96931277654721,45.79506821330388
3653,"Charlesa Darwina 6","","Peščenica - Žitnjak","Donje Svetice","Zvono","Staklo",16.011788238501794,45.80477509855679
3654,"Selska cesta 90B","","Trešnjevka - sjever","Pongračevo","Zvono","Plastika",15.942684521872097,45.804099939145175
3655,"SVAČIĆEVA 42","","Stenjevec","Donja Kustošija","Zvono","Staklo",15.920412380211229,45.80765537747149
3656,"Samoborska cesta, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Podsused","Zvono","Papir",15.846732643366693,45.8145000278731
3657,"Samoborska cesta, 10090, Zagreb, Grad Zagreb, HRV","","Podsused - Vrapče","Podsused","Zvono","Plastika",15.846625355006104,45.81441777175592
3658,"Ferenščica I. 68","","Peščenica - Žitnjak","Ferenščica","Zvono","Staklo",16.02371640318251,45.80316822164269
3659,"Kamenščica 4, 10360 GORANEC","","Sesvete","Goranec","Zvono","Papir",16.077977617307702,45.897374308175884
3660,"Kamenščica 4, 10360 GORANEC","","Sesvete","Goranec","Zvono","Plastika",16.078074176832207,45.89737710818356
3661,"PILINKA 25","","Novi Zagreb - zapad","Hrvatski Leskovac","Zvono","Staklo",15.892137580500235,45.7447667567034
3665,"Krapinska ulica 36","","Trešnjevka - sjever","\"Silvije Strahimir Kranjčević\"","Zvono","Plastika",15.951246216870583,45.801844546257065
3666,"Krapinska ulica 36","","Trešnjevka - sjever","\"Silvije Strahimir Kranjčević\"","Zvono","Staklo",15.951321318723016,45.80178844981028
3667,"Voltino 24","","Trešnjevka - sjever","\"Dr. Ante Starčević\"","Zvono","Plastika",15.926517004118324,45.80231082039967
3668,"Voltino 4","","Trešnjevka - sjever","\"Dr. Ante Starčević\"","Zvono","Papir",15.928032452211283,45.8013814897597
3669,"Voltino 4","","Trešnjevka - sjever","\"Dr. Ante Starčević\"","Zvono","Plastika",15.928027148131827,45.80132393383534
3670,"Voltino 13","","Trešnjevka - sjever","\"Dr. Ante Starčević\"","Zvono","Plastika",15.925766045932969,45.80063580708875
3673,"Aleja A. Augustinčića 4","","Maksimir","Maksimirska naselja","Zvono","Plastika",16.02414958501561,45.818547146822866
3674,"Barutanski jarak 96","","Maksimir","Maksimir","Zvono","Papir",16.004751849418337,45.83164019346508
3675,"Barutanski jarak 96","","Maksimir","Maksimir","Zvono","Plastika",16.004767942672423,45.83159347143643
3677,"MAKSIMIRSKO NASELJE III., 12 10000 ZAGREB","","Maksimir","Maksimirska naselja","Zvono","Plastika",16.0266252639334,45.81638430162193
3678,"Rebar 42","","Maksimir","Maksimir","Zvono","Plastika",15.999693203216616,45.830169518537836
3679,"REMETE 99A","","Maksimir","Remete","Zvono","Plastika",15.991131592041352,45.848242871748745
3680,"VRHOVČEV VIJENAC 6, ZAGREB","","Maksimir","Maksimir","Zvono","Plastika",16.012223389004493,45.82480989039852
3681,"Vrhovčev vijenac 88","","Maksimir","Maksimir","Zvono","Plastika",16.011249747132382,45.828656385270975
3682,"Kraljevićeva 8B","","Maksimir","Mašićeva","Zvono","Papir",16.01091249725782,45.81946123678291
3683,"Kraljevićeva 8B","","Maksimir","Mašićeva","Zvono","Plastika",16.01092054388486,45.819440674597054
3685,"Bizek II / Lisičina","","Podsused - Vrapče","Podsused","Zvono","Staklo",15.862061970802852,45.8262783250149
3686,"Mobilno reciklažno dvorište Novi Zagreb - zapad","Ulica Lučko, preko puta kućnog broja 72","Novi Zagreb - zapad","Lučko","","Reciklažna dvorišta",15.884302013524131,45.77055223645407
3688,"Oporovečki vinogradi 20","","Gornja Dubrava","Oporovec","Zvono","Papir",16.058693368651255,45.85399685497531
3689,"Oporovečki vinogradi 20","","Gornja Dubrava","Oporovec","Zvono","Plastika",16.058618266798852,45.85392960227246
3690,"Ulica Milovana Kovačevića 4, 10010, Zagreb, Grad Zagreb, HRV","","Novi Zagreb - istok","Sopot","Zvono","Plastika",15.98391506168319,45.773737678966356
3692,"Dragutina Albrechta 42","","Maksimir","Maksimirska naselja","Zvono","Papir",16.028612272827285,45.8171925930251
3693,"Dragutina Albrechta 42","","Maksimir","Maksimirska naselja","Zvono","Plastika",16.028580086319124,45.8172056785816
3694,"Dragutina Albrechta 42","","Maksimir","Maksimirska naselja","Zvono","Staklo",16.028604226200247,45.8171682912691
3695,"Siget 7","","Novi Zagreb - zapad","Siget","Zvono","Papir",15.969192625940462,45.77658559086371
3696,"siget 7","","Novi Zagreb - zapad","Siget","Zvono","Plastika",15.96924627012076,45.77658559086371
3697,"Siget 7","","Novi Zagreb - zapad","Siget","Zvono","Staklo",15.969155075014244,45.77657062503626
3698,"TRG MARKA MARULIĆA 1 / ŽERJAVIĆA","","Donji Grad","\"Mimara\"","Zvono","Staklo",15.97102804920933,45.80733383681489
3699,"PALMOTIĆEVA 27 / BOŠKOVIĆEVA","","Donji Grad","Zrinjevac","Zvono","Staklo",15.981938231727955,45.809783584047096
3700,"Đure Crnatka 8","","Donji Grad","\"Mimara\"","Zvono","Staklo",15.96814455276737,45.804385787640506
3701,"PIEROTTIJEVA ULICA 11","","Donji Grad","\"Mimara\"","Zvono","Staklo",15.964389460146952,45.80664819404461
3702,"KNEZA BRANIMIRA 4","","Donji Grad","\"August Šenoa\"","Zvono","Staklo",15.980460083103235,45.805245125952304
3705,"Lhotkina ulica 10","","Trešnjevka - jug","Prečko","Zvono","Plastika",15.899764986661994,45.793233281802905
3706,"Lhotkina ulica 10","","Trešnjevka - jug","Prečko","Zvono","Papir",15.899732800153826,45.79318652754311
3707,"LAZ I. / LAZ II.","","Gornja Dubrava","Poljanice","Zvono","Staklo",16.059823504646285,45.829872983988075
3709,"ZELENI TRG 3, 10000 ZAGREB","","Trnje","Cvjetnica","Zvono","Papir",15.963035028410657,45.795435979095956
3710,"ZELENI TRG 3, 10000 ZAGREB","","Trnje","Cvjetnica","Zvono","Plastika",15.963136952353238,45.79543223890444
3711,"Radmanovačka 1","","Novi Zagreb - zapad","Trnsko","Zvono","Staklo",15.965874062835166,45.768377113026304
3712,"Bani / Buzinska","","Novi Zagreb - istok","Buzin","Zvono","Papir",15.996865102086415,45.751874415129635
3713,"Bani / Buzinska","","Novi Zagreb - istok","Buzin","Zvono","Plastika",15.996875830922464,45.75192307559063
3714,"Kozari bok 39","","Peščenica - Žitnjak","Kozari Bok","Zvono","Staklo",16.04810975307978,45.79454311947828
3717,"II POŽARINJE","","Maksimir","Bukovac","Zvono","Staklo",16.015718474991203,45.83926491113835
3720,"Grada Mainza 23","","Črnomerec","\"Ban Keglević\"","Zvono","Staklo",15.950344240269436,45.811264620261674
3721,"Ivanečka BB / Selska","","Trešnjevka - sjever","Ciglenica","Zvono","Papir",15.941909070099108,45.80967302579739
3722,"Ivanečka BB / Selska","","Trešnjevka - sjever","Ciglenica","Zvono","Plastika",15.941839332664705,45.80968050426833
3723,"Ivanečka BB / Selska","","Trešnjevka - sjever","Ciglenica","Zvono","Staklo",15.94176423081228,45.80968798273827
3724,"Oporovečka 57","","Gornja Dubrava","Gornja Dubrava","Zvono","Plastika",16.04178376311219,45.834286156810656
3725,"Oporovečka 57","","Gornja Dubrava","Gornja Dubrava","Zvono","Papir",16.041842771710527,45.83431605746682
3726,"CVJETNO NASELJE II. 25, 10000 ZAGREB","","Trnje","Cvjetno naselje","Zvono","Papir",15.965937932937237,45.79141503526632
3727,"CVJETNO NASELJE II. 25, 10000 ZAGREB","","Trnje","Cvjetno naselje","Zvono","Plastika",15.96605058571588,45.79141877572745
3728,"Mobilno reciklažno dvorište Sesvete (Paruževina)","Ulica Kralji bb, preko puta Kralji 22, Paruževina","Sesvete","Paruževina","","Reciklažna dvorišta",16.124722339405853,45.897415999490256
3729,"Dugoselska 10","","Peščenica - Žitnjak","Donje Svetice","Zvono","Staklo",16.016666719697742,45.80387958483916
3730,"Ulica Antuna Stipančića 20","","Trešnjevka - jug","Gajevo","Zvono","Plastika",15.934180620095603,45.7853796853627
3731,"Gospodska ulica 16","","Podsused - Vrapče","Stenjevec - sjever","Zvono","Plastika",15.88821195805866,45.81443321082151
3732,"Gospodska ulica 16","","Podsused - Vrapče","Stenjevec - sjever","Zvono","Staklo",15.888252191193873,45.814429471905235
3733,"ravanjska ulica 7, 10110, Zagreb, Grad Zagreb, HRV","","Trešnjevka - jug","Vrbani","Zvono","Plastika",15.919692542366624,45.79166378190017
4733,"2. Pračanska 27","","Trnje","Staro Trnje","Zvono","Staklo",15.98581368848295,45.79403670050317
4734,"VLADIMIRA RUŽDJAKA 12","","Trnje","Staro Trnje","Zvono","Papir",15.993103932586425,45.790434689363806
4735,"VLADIMIRA RUŽDJAKA 12","","Trnje","Staro Trnje","Zvono","Plastika",15.993152212348692,45.790434689363806
4736,"Trnac / Jaslice","","Maksimir","Bukovac","Zvono","Papir",16.009334482257263,45.83967289219408
4737,"Trnac / Jaslice","","Maksimir","Bukovac","Zvono","Plastika",16.009334482257266,45.839736424918655
4738,"Trnac / Jaslice","","Maksimir","Bukovac","Zvono","Staklo",16.00939885527362,45.83974389935209
4739,"Petrova 101","","Maksimir","Dobri Dol","Zvono","Staklo",16.005318712445604,45.82057294904027
4740,"Pavla Lončara 38","","Sesvete","Gajišće","Zvono","Papir",16.114229558088734,45.83173858445275
4741,"ULICA GRADA CHICAGA 11, 10000 ZAGREB","","Peščenica - Žitnjak","Savica Šanci","Zvono","Papir",16.007507478821733,45.78863947799163
4742,"ULICA GRADA CHICAGA 11, 10000 ZAGREB","","Peščenica - Žitnjak","Savica Šanci","Zvono","Plastika",16.0075718518381,45.78865069993306
4743,"ULICA GRADA CHICAGA 11, 10000 ZAGREB","","Peščenica - Žitnjak","Savica Šanci","Zvono","Staklo",16.00743237696931,45.788654440579705
4744,"Ulica Silvija Strahimira Kranjčevića 59","","Trešnjevka - sjever","\"Silvije Strahimir Kranjčević\"","Zvono","Papir",15.954684347823926,45.804035308156514
4745,"Ulica Silvija Strahimira Kranjčevića 59","","Trešnjevka - sjever","\"Silvije Strahimir Kranjčević\"","Zvono","Plastika",15.954662890151813,45.80401847989015
5744,"Matije Mesića 17","","Gornji Grad - Medveščak","Šalata","Zvono","Staklo",15.984287763006957,45.82108824308544
5745,"ODRANSKA/LOMNIČKA","","Trnje","Savski kuti","Zvono","Papir",15.958903504525452,45.79259910838884
5746,"ODRANSKA/LOMNIČKA","","Trnje","Savski kuti","Zvono","Plastika",15.958844495927146,45.79259349781591
5747,"Sarajevska cesta 64, 10010, Zagreb","","Novi Zagreb - istok","Hrelić","Zvono","Papir",16.006484299901132,45.75895471099229
5748,"Sarajevska cesta 64, 10010, Zagreb","","Novi Zagreb - istok","Hrelić","Zvono","Plastika",16.006559401753552,45.75894348307378
5749,"SELSKA CESTA 16","","Sesvete","Kraljevečki Novaki","Zvono","Staklo",16.143240414626177,45.825638014925076
5750,"Rudeška cesta 118","","Trešnjevka - sjever","Rudeš","Zvono","Papir",15.919960008901313,45.79723771085755
5751,"Rudeška cesta 118","","Trešnjevka - sjever","Rudeš","Zvono","Plastika",15.920008750939807,45.79727837795847
5752,"Rudeška cesta bb","","Trešnjevka - sjever","Rudeš","Zvono","Papir",15.919686885858065,45.79584591360852
5753,"Rudeška cesta BB","","Trešnjevka - sjever","Rudeš","Zvono","Plastika",15.919656865881477,45.79579965876074
5754,"Rudeška cesta BB","","Trešnjevka - sjever","Rudeš","Zvono","Staklo",15.919630043791326,45.795754776739
5755,"LISTOPADSKA ULICA 8","","Trešnjevka - jug","Vrbani","Zvono","Papir",15.918578168339325,45.79238696977832
5758,"CRNI PUT BB","","Trnje","\"Marin Držić\"","Zvono","Papir",15.989147506649212,45.79836055341717
5759,"CRNI PUT BB","","Trnje","\"Marin Držić\"","Zvono","Plastika",15.989206515247547,45.798446573237825
5760,"Ilica 482","","Podsused - Vrapče","Vrapče - centar","Zvono","Staklo",15.907372644364596,45.8127876693813
5761,"Zapoljska 36","","Peščenica - Žitnjak","Volovčica","Zvono","Plastika",16.021829448310406,45.80659577129769
5762,"Vladimira Ruždjaka 9","","Trnje","Trnjanska Savica","Zvono","Staklo",15.994821002929747,45.791954502604604
5763,"Jarnovićeva 1","","Trešnjevka - jug","Prečko","Zvono","Staklo",15.90388704468389,45.79043390616976
5764,"Varaždinska 17","","Sesvete","Gajišće","Zvono","Staklo",16.11313521681022,45.82883094164058
5765,"Resnički put 57","","Donja Dubrava","Trnava","Zvono","Staklo",16.055142368317448,45.8140343262253
5767,"KSAVER 22","","Gornji Grad - Medveščak","Gupčeva zvijezda","Zvono","Papir",15.975366149086263,45.83269405547771
5768,"Benedikta Vinkovića 8a","","Gornji Grad - Medveščak","Medveščak","Zvono","Staklo",15.982169739893008,45.81943531149741
5769,"SELSKA CESTA 16","","Sesvete","Kraljevečki Novaki","Zvono","Papir",16.143176019758826,45.82563799589834
5770,"SELSKA CESTA 16","","Sesvete","Kraljevečki Novaki","Zvono","Plastika",16.143138468832618,45.82561930507624
5771,"GLAVNA ULICA 2","","Sesvete","Prepuštovec","Zvono","Papir",16.133957959774012,45.89182524145408
5772,"GLAVNA ULICA 2","","Sesvete","Prepuštovec","Zvono","Plastika",16.133957959774012,45.89174683334694
5773,"GLAVNA ULICA 2","","Sesvete","Prepuštovec","Zvono","Staklo",16.133990146282198,45.891679626309845
5774,"Ulica Karela Zahradnika 2, Zagreb","","Novi Zagreb - istok","Sloboština","Zvono","Plastika",15.985655138095698,45.76262791179687
5775,"Ulica Karela Zahradnika 1, Zagreb","","Novi Zagreb - istok","Sloboština","Zvono","Papir",15.985325425775496,45.76349225872458
5776,"Ulica Karela Zahradnika 1, Zagreb","","Novi Zagreb - istok","Sloboština","Zvono","Plastika",15.985239595087014,45.763481031719174
5777,"Ulica Karela Zahradnika 1, Zagreb","","Novi Zagreb - istok","Sloboština","Zvono","Staklo",15.98519131532474,45.76348851638972
5778,"Ulica Karela Zahradnika 25, Zagreb","","Novi Zagreb - istok","Sloboština","Zvono","Papir",15.986474752338756,45.764043314796744
5779,"Ulica Karela Zahradnika 25, Zagreb","","Novi Zagreb - istok","Sloboština","Zvono","Plastika",15.986520349891997,45.76401150525642
5780,"Ulica Mije Šiloboda Bolšića 17","","Novi Zagreb - istok","Sloboština","Zvono","Papir",15.988937020214603,45.76388613806802
5781,"Ulica Mije Šiloboda Bolšića 17","","Novi Zagreb - istok","Sloboština","Zvono","Plastika",15.988961543082986,45.76380142664876
5782,"LETNIČKA 14","","Sesvete","Sesvetska Sela","Zvono","Staklo",16.13540375425257,45.83066739569529
5783,"Gašparci / Augusta Šenoe","","Sesvete","Lužan","Zvono","Staklo",16.196549193094015,45.88572389848919
