OBJECTID,Name,Location,District,Neighbourhood,Container_Type,Bin_Type,Longitude,Latitude
1681,"ULICA IVE TIJARDOVIĆA, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.7953036<br>Zemljopisna dužina: 15.9040509","Trešnjevka - jug","Prečko","Zvono","Plastika",15.904056264297362,45.79531481966943
1682,"Ulica Ive Tijardovića bb, 10110, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.795835<br>Zemljopisna dužina: 15.8932383","Trešnjevka - jug","Prečko","Zvono","Plastika",15.893136375666428,45.79582751881475
1684,"Ulica Izidora Poljaka 32, 10040, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.8354632<br>Zemljopisna dužina: 16.0739451","Gornja Dubrava","Trnovčica","Zvono","Plastika",16.073851222773193,45.83547067422957
1685,"ULICA JANA SIBELIUSA 2, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.7905117<br>Zemljopisna dužina: 15.9069267","Trešnjevka - jug","Prečko","Zvono","Plastika",15.9065646017733,45.79035272666241
1686,"Ulica Janka Matka 1, 10090, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.8068233<br>Zemljopisna dužina: 15.9008067","Stenjevec","Malešnica","Zvono","Plastika",15.90084425035702,45.80693548207524
1688,"ULICA JOSIPA PRIKRILA, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.786925<br>Zemljopisna dužina: 15.9369233","Trešnjevka - jug","Gajevo","Zvono","Plastika",15.936869655697043,45.78680342412954
1694,"ULICA JOZE LAURENČIĆA 18, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.79336<br>Zemljopisna dužina: 16.0091567","Peščenica - Žitnjak","Folnegovićevo naselje","Zvono","Plastika",16.009117808609762,45.7932879980737
1695,"ULICA JOZE LAURENČIĆA, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.7936507<br>Zemljopisna dužina: 16.0062895","Peščenica - Žitnjak","Folnegovićevo naselje","Zvono","Plastika",16.006387401082065,45.79355532167236
1697,"ULICA JURJA DALMATINCA 3, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.817865<br>Zemljopisna dužina: 16.02923","Maksimir","Maksimirska naselja","Zvono","Plastika",16.02872842667449,45.81817530936828
1700,"ULICA KNEZA ADAMA 19, ADAMOVEC, SESVETE","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.9054607<br>Zemljopisna dužina: 16.1582705","","Adamovec","Zvono","Plastika",16.15833085004447,45.90565947014704
1704,"ULICA FRA GRGE MARTIĆA 24, 10009 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.812395<br>Zemljopisna dužina: 15.991205","Donji Grad","\"Matko Laginja\"","Zvono","Plastika",15.99094750779026,45.81231647950456
1707,"ULICA KRSTE HEGEDUŠIĆA 18, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.8211017<br>Zemljopisna dužina: 16.02628","Maksimir","Maksimirska naselja","Zvono","Plastika",16.02731533243516,45.82112226075145
1708,"ULICA KSAVERA ŠANDORA ĐALSKOG , 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.8106592<br>Zemljopisna dužina: 16.0248886","Peščenica - Žitnjak","\"Bruno Bušić\"","Zvono","Plastika",16.025025392757602,45.810578807172455
1710,"ULICA LAVOSLAVA RUŽIČKE 36, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.7966717<br>Zemljopisna dužina: 15.969045","Trnje","Vrbik","Zvono","Plastika",15.969044999652604,45.79667169955691
1712,"ULICA MANE JARNOVIĆA 1, 3, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.790445<br>Zemljopisna dužina: 15.9038867","Trešnjevka - jug","Prečko","Zvono","Plastika",15.903886699551087,45.790444998839874
1717,"ULICA MARIJANA DERENČINA 25, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.8108583<br>Zemljopisna dužina: 15.9940217","Donji Grad","\"Pavao Šubić\"","Zvono","Plastika",15.994021700212178,45.81085829884486
1719,"ULICA MARTINA PUŠTEKA 1, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.788185<br>Zemljopisna dužina: 15.93279","Trešnjevka - jug","Gajevo","Zvono","Plastika",15.933152098549217,45.78854036273402
1722,"Meršićeva ulica bb, 10110, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.807355<br>Zemljopisna dužina: 15.9445383","Trešnjevka - sjever","Ciglenica","Zvono","Plastika",15.94453829936198,45.807354999224955
1725,"Ulica Matije Divkovića bb, 10090, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.80517<br>Zemljopisna dužina: 15.9057733","Stenjevec","Špansko - sjever","Zvono","Plastika",15.905746477616843,45.80519243661359
1726,"ULICA MATIJE JANDRIĆA 17, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.8368533<br>Zemljopisna dužina: 15.97698","Gornji Grad - Medveščak","Gupčeva zvijezda","Zvono","Plastika",15.976572304767167,45.83682339996326
1727,"ULICA MATIJE JANDRIĆA 17, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.841705<br>Zemljopisna dužina: 15.9737283","Gornji Grad - Medveščak","Gupčeva zvijezda","Zvono","Plastika",15.973492265907035,45.8417498443447
1728,"ULICA METELA OŽEGOVIĆA 2, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.8151349<br>Zemljopisna dužina: 15.999798","Maksimir","\"Eugen Kvaternik\"","Zvono","Plastika",15.99979800031183,45.81513489940244
1729,"SACHSOVA 4, FOLNEGOVIĆEVO NASELJE, PEŠČENICA - ŽITNJAK","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.79466<br>Zemljopisna dužina: 16.0089233","Peščenica - Žitnjak","Folnegovićevo naselje","Zvono","Plastika",16.00897157993526,45.79462259689582
1730,"MILKE TRNINE 5, FOLNEGOVIĆEVO NASELJE, PEŠČENICA - ŽITNJAK","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.7918133<br>Zemljopisna dužina: 16.0040433","Peščenica - Žitnjak","Folnegovićevo naselje","Zvono","Plastika",16.004143883413104,45.792012477385605
1731,"Ulica Milovana Gavazzija 21, 10040, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.8378917<br>Zemljopisna dužina: 16.0639483","Gornja Dubrava","Studentski grad","Zvono","Plastika",16.063975121586992,45.83786927488516
1735,"Ulica Mirka Viriusa 2, 10090, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.8102342<br>Zemljopisna dužina: 15.8892267","Stenjevec","Stenjevec - jug","Zvono","Plastika",15.889210607206202,45.810256634100945
1739,"Ulica Ivana Pergošića 2, 10090, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.8059283<br>Zemljopisna dužina: 15.891345","Stenjevec","Špansko - sjever","Zvono","Plastika",15.891458993763218,45.80614425386505
1740,"ULICA OTONA ŽUPANČIĆA 18, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.7949758<br>Zemljopisna dužina: 16.0018457","Peščenica - Žitnjak","\"Janko Matko\"","Zvono","Plastika",16.001961034967692,45.79496831891398
1741,"ULICA OTONA ŽUPANČIĆA 4B, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.7951714<br>Zemljopisna dužina: 16.0038483","Peščenica - Žitnjak","\"Janko Matko\"","Zvono","Plastika",16.003848299976543,45.79517139887957
1744,"ULICA PETRA PETROVIĆA NJEGOŠA 10, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.813065<br>Zemljopisna dužina: 16.0083633","Peščenica - Žitnjak","Peščenica","Zvono","Plastika",16.008745514496532,45.81267988004325
1745,"Ulica Predraga Heruca 1, 10110, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.784755<br>Zemljopisna dužina: 15.923345","Trešnjevka - jug","Jarun","Zvono","Plastika",15.923288673444548,45.78478679656123
1749,"Ulica Saliha Alića 8, 10090, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.8072733<br>Zemljopisna dužina: 15.8955183","Stenjevec","Malešnica","Zvono","Staklo",15.895679232669206,45.806864768747516
1750,"ULICA ŠIME STARČEVIĆA 3, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.7940683<br>Zemljopisna dužina: 16.0023883","Peščenica - Žitnjak","\"Janko Matko\"","Zvono","Plastika",16.002472788968902,45.794087000991205
1754,"ULICA SVETOG IVANA, 10375 IVANJA REKA","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.8016313<br>Zemljopisna dužina: 16.118513","Peščenica Žitnjak","Ivanja Reka","Zvono","Plastika",16.118884486581806,45.801823897030744
1755,"ULICA TINA UJEVIĆA 13, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.7915633<br>Zemljopisna dužina: 15.94956","Trešnjevka - jug","Knežija","Zvono","Staklo",15.94939370303661,45.79167738293302
1756,"Ulica Tina Ujevića 13, 10110, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.79181<br>Zemljopisna dužina: 15.9494833","Trešnjevka - jug","Knežija","Zvono","Plastika",15.949405515470904,45.79169404551045
1757,"ULICA VJENCESLAVA NOVAKA 37, 10009 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.8178233<br>Zemljopisna dužina: 15.9827283","Gornji Grad - Medveščak","Medveščak","Zvono","Plastika",15.982728299801376,45.81782329954107
1758,"ULICA TOME ROSANDIĆA, 10040 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.8336033<br>Zemljopisna dužina: 16.0832167","Gornja Dubrava","Dubec","Zvono","Plastika",16.083111423308605,45.83360750393609
1759,"ULICA VANJE RADAUŠA 11, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.8208176<br>Zemljopisna dužina: 16.0263706","Maksimir","Maksimirska naselja","Zvono","Plastika",16.026374623539898,45.82089049978919
1761,"Ulica Vile Velebita 1A, 10040, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.8350817<br>Zemljopisna dužina: 16.057055","Gornja Dubrava","Studentski grad","Zvono","Plastika",16.057119373345728,45.83504058671379
1762,"Ulica Vile Velebita 1F, 10040, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.8353831<br>Zemljopisna dužina: 16.0578511","Gornja Dubrava","Studentski grad","Zvono","Plastika",16.057647252639516,45.835786749188145
1763,"ULICA VINCENTA IZ KASTVA 2, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.78889<br>Zemljopisna dužina: 15.9415983","Trešnjevka - jug","Horvati - Srednjaci","Zvono","Plastika",15.941587571795353,45.78886755584518
1766,"ULICA HERMANA BUŽANA 8A , 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.8103217<br>Zemljopisna dužina: 16.0042033","Peščenica - Žitnjak","Peščenica","Zvono","Plastika",16.003813039200768,45.81014315258919
1767,"ULICA VJEKOSLAVA HEINZELA 6, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.813625<br>Zemljopisna dužina: 15.9980917","Maksimir","\"Pavao Šubić\"","Zvono","Plastika",15.99809169952305,45.8136249991582
1769,"ULICA VJEKOSLAVA ŠTEFANIĆA 4, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.7919714<br>Zemljopisna dužina: 15.9071946","Trešnjevka - jug","Prečko","Zvono","Plastika",15.907194599415634,45.79197139937266
1770,"ULICA VJEKOSLAVA ŠTEFANIĆA, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.7910438<br>Zemljopisna dužina: 15.9069919","Trešnjevka - jug","Prečko","Zvono","Plastika",15.907301695760024,45.79123643436327
1771,"ULICA VLADIMIRA ČERINE 8, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.810505<br>Zemljopisna dužina: 16.0059567","Peščenica - Žitnjak","Peščenica","Zvono","Plastika",16.005884279887677,45.81044049838315
1772,"ULICA VLADIMIRA ČERINE 3, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.8112372<br>Zemljopisna dužina: 16.0084761","Peščenica - Žitnjak","Peščenica","Zvono","Plastika",16.008476100542843,45.81123719935791
1773,"BUŽANOVA 41, PEŠČENICA, PEŠČENICA - ŽITNJAK","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.812365<br>Zemljopisna dužina: 16.0064233","Peščenica - Žitnjak","Peščenica","Zvono","Plastika",16.00624895662662,45.812664122465556
1776,"ULICA VLADIMIRA VIDRIĆA 28, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.8122601<br>Zemljopisna dužina: 16.0232597","Peščenica - Žitnjak","\"Bruno Bušić\"","Zvono","Plastika",16.02309340315248,45.81223486048595
1777,"Paljetkova ulica 8-10, 10090, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.7923717<br>Zemljopisna dužina: 15.89379","Trešnjevka - jug","Prečko","Zvono","Plastika",15.893730991899545,45.7927532186161
1779,"ULICA ZINKE KUNC 3D, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.7923283<br>Zemljopisna dužina: 15.998545","Trnje","Trnjanska Savica","Zvono","Plastika",15.998512813861636,45.79227219310148
1780,"ULICA ZLATKA ŠULENTIĆA 2, 10090 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.8113723<br>Zemljopisna dužina: 15.8903404","Stenjevec","Stenjevec - jug","Zvono","Plastika",15.89028139166571,45.81137977767892
1781,"Ulica Vile Velebita 1F, 10040, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.8358983<br>Zemljopisna dužina: 16.0575267","Gornja Dubrava","Studentski grad","Zvono","Staklo",16.057526700130467,45.83589829883001
1783,"UNSKA ULICA 2C, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.8029017<br>Zemljopisna dužina: 15.9696183","Trnje","Martinovka","Zvono","Papir",15.969575384351055,45.80284560408135
1784,"UNSKA ULICA 6, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.80191<br>Zemljopisna dužina: 15.9705933","Trnje","Martinovka","Zvono","Plastika",15.97066035544403,45.80156594013596
1787,"Ulica Vile Velebita 36, 10040, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.8383471<br>Zemljopisna dužina: 16.061979","Gornja Dubrava","Studentski grad","Zvono","Plastika",16.061879758516902,45.83856573146952
1790,"VOĆARSKA CESTA 70, 10009 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.8184717<br>Zemljopisna dužina: 15.9878583","Gornji Grad - Medveščak","Voćarska","Zvono","Plastika",15.987788563079118,45.818484784093535
1791,"ULICA GRADA VUKOVARA 224, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.8001333<br>Zemljopisna dužina: 15.98863","Trnje","\"Marin Držić\"","Zvono","Plastika",15.988629999562674,45.80013329915257
1793,"VRBANI 20, 10104 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.793325<br>Zemljopisna dužina: 15.9145133","Trešnjevka - jug","Vrbani","Zvono","Staklo",15.914019773244547,45.7936541478484
1794,"VRBANI 8, 10110 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.7947869<br>Zemljopisna dužina: 15.9127356","Trešnjevka - jug","Vrbani","Zvono","Plastika",15.9127282240778,45.79479952295317
1795,"Dobrodolska cesta 5A, 10360, Dobrodol, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.8548884<br>Zemljopisna dužina: 16.1124211","Sesvete","Dobrodol","Zvono","Plastika",16.111396495603937,45.85444005348527
1798,"Zagrebačka cesta 185, 10110, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.801835<br>Zemljopisna dužina: 15.9182817","Trešnjevka - sjever","Rudeš","Zvono","Plastika",15.918226714726478,45.801734960549815
1799,"ZAGREBAČKA CESTA 80/1, 10110 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.8086943<br>Zemljopisna dužina: 15.9268763","Stenjevec","Donja Kustošija","Zvono","Plastika",15.92675560120168,45.80870925652745
1804,"ZAMORSKI BREG, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.8384617<br>Zemljopisna dužina: 15.947625","Črnomerec","Šestinski dol - Vrhovec","Zvono","Plastika",15.947485524822827,45.8383757408554
1807,"ZAVRTNICA 17, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.8072933<br>Zemljopisna dužina: 15.99993","Trnje","Kanal","Zvono","Plastika",15.999876356313857,45.807162419870146
1810,"ZELENI DOL 11, 10009 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.820967<br>Zemljopisna dužina: 15.9940609","Gornji Grad - Medveščak","Voćarska","Zvono","Plastika",15.99406090015983,45.82096699928979
1811,"ZELENI TRG 1, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.7955348<br>Zemljopisna dužina: 15.9640917","Trnje","Cvjetnica","Zvono","Plastika",15.964539629364985,45.795392671720606
1812,"ZELENI TRG 7, 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.7961524<br>Zemljopisna dužina: 15.9617479","Trnje","Cvjetnica","","Plastika",15.961747900198226,45.796152398809845
1814,"ŽITNJAK ODVOJAK II 29F., 10000 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.7770033<br>Zemljopisna dužina: 16.0666517","Peščenica - Žitnjak","Žitnjak","Zvono","Plastika",16.066693273960812,45.777015458780916
1815,"ŽUTI BREG 87A, 10040 ZAGREB","Vrsta spremnika: PLASTIKA<br>Zemljopisna širina: 45.8457474<br>Zemljopisna dužina: 16.0344846","Gornja Dubrava","Granešinski Novaki","Zvono","Plastika",16.034628098403832,45.84576701773558
1826,"MARTIĆEVA 14f","","Donji Grad","\"Nadbiskup Antun Bauer\"","Zvono","Staklo",15.989180261912717,45.81227894776865
1832,"MILANA MAKANCA 17","","Donji Grad","\"Pavao Šubić\"","","Staklo",15.998881811489529,45.81154047847377
1834,"ULICA KNEZA DOMAGOJA 8, 10000 ZAGREB","","Donji Grad","\"Knez Mislav\"","Zvono","Staklo",15.986377354151616,45.80779189424342
1839,"BALTAZARA BOGIŠIĆA 22","","Donji Grad","\"Kralj Zvonimir\"","","Staklo",15.99722152453831,45.809422232602145
1842,"FRANA VRBANIĆA 1","","Donji Grad","\"Kralj Zvonimir\"","","Papir",15.994619782000166,45.809545627591795
1851,"ŠENOINA 17","","Donji Grad","\"August Šenoa\"","","Staklo",15.98226016303595,45.80648310226548
1857,"POD ZIDOM 5","","","","Zvono","Staklo",15.978404707960967,45.813979510413866
1858,"JURJEVSKA ULICA 51","","Gornji Grad - Medveščak","Gornji grad","Zvono","Papir",15.975328213372496,45.8273782830444
1859,"GUPČEVA ZVIJEZDA 1, 10000 ZAGREB","","Gornji grad - Medvešćak","Gupčeva zvijezda","Zvono","Staklo",15.979153044369639,45.827684801681784
1860,"ULICA MATIJE JANDRIĆA 17, 10000 ZAGREB","","Gornji grad - Medvešćak","Gupčeva zvijezda","Zvono","Staklo",15.97635281843267,45.836651604929195
1861,"ULICA MATIJE JANDRIĆA 17, 10000 ZAGREB","","Gornji grad - Medvešćak","Gupčeva zvijezda","Zvono","Staklo",15.97339165908354,45.841883752735086
1863,"KSAVER 200, 10000 ZAGREB","","Gornji grad - Medvešćak","Gupčeva zvijezda","Zvono","Staklo",15.976519115062926,45.83275520306401
1864,"KSAVERSKA 109","","Gornji grad - Medvešćak","Gupčeva zvijezda","Zvono","Papir",15.975982673474624,45.839490105727776
1865,"RADIĆEVO ŠETALIŠTE 21, 10000 ZAGREB","","Gornji grad - Medvešćak","Gupčeva zvijezda","Zvono","Staklo",15.978675611409047,45.832669236384916
1866,"IVANA KUKULJEVIĆA 11","","Gornji grad - Medvešćak","\"Ivan Kukuljević - Sakcinski\"","Zvono","Papir",15.963435299634167,45.81511800754071
1867,"IVANA KUKULJEVIĆA 11","\"Ivan Kukuljević - Sakcinski\"","Gornji grad - Medvešćak","","Zvono","Staklo",15.963405794534422,45.81510585672218
1868,"IVANA KUKULJEVIĆA 34","","Gornji grad - Medvešćak","\"Ivan Kukuljević - Sakcinski\"","Zvono","Papir",15.9633548325355,45.81782394966942
1869,"IVANA KUKULJEVIĆA 34","","Gornji grad - Medvešćak","\"Ivan Kukuljević - Sakcinski\"","Zvono","Plastika",15.963378972514132,45.81782394967023
1870,"KRALJEVEC 22, 10000 ZAGREB","","Gornji grad - Medvešćak","Kraljevec","Zvono","Staklo",15.969192660275379,45.83042096925033
1873,"KRALJEVEC / II. KRALJEVEC","","Gornji grad - Medvešćak","Kraljevec","Zvono","Staklo",15.968414820281104,45.82703811918961
1875,"MALA 3","","Gornji grad - Medveščak","Nova Ves","Zvono","Staklo",15.978033221798986,45.8225896386423
1876,"NOVA VES 17, 10000 ZAGREB","","Gornji grad - Medveščak","Nova Ves","Zvono","Staklo",15.977979577993267,45.8205185436851
1877,"ULICA JAKOVA GOTOVCA 1, 10000 ZAGREB","","Gornji grad - Medveščak","Petrova","Zvono","Papir",15.99451271384536,45.81485067764079
1878,"ULICA JAKOVA GOTOVCA 1, 10000 ZAGREB","","Grnji grad - Medvešćak","Petrova","Zvono","Plastika",15.9944644339378,45.81482450586585
1879,"TRG JOSIPA LANGA 12, 10009 ZAGREB","","Gornji grad - Medveščak","Ribnjak","Zvono","Staklo",15.981457062220478,45.814388923121335
1881,"BOSANSKA ULICA 58, 10000 ZAGREB","","Gornji grad - Medveščak","Stjepan Radić","Zvono","Staklo",15.958120501755584,45.81811089321437
1884,"ZMAJEVAC 5","","Gornji Grad - Medveščak","Šalata","Zvono","Staklo",15.983677012690425,45.83012378173437
1887,"ROKOV PERIVOJ 7, 10000 ZAGREB","","Gornji Grad - Medveščak","Tuškanac","Zvono","Papir",15.967966659745615,45.815503081004486
1888,"ROKOV PERIVOJ 7, 10000 ZAGREB","","Gornji Grad - Medveščak","Tuškanac","Zvono","Plastika",15.967891558671653,45.81545821484553
1889,"VOĆARSKA CESTA 70, 10009 ZAGREB","","Gornji Grad - Medveščak","Voćarska","Zvono","Staklo",15.987844511229055,45.81848472985455
1890,"STJEPANA BABONIĆA 37","","Gornji Grad - Medveščak","Voćarska","Zvono","Staklo",15.991564734315611,45.818009920163696
1891,"VOĆARSKA 49","","Gornji Grad - Medveščak","Voćarska","Zvono","Staklo",15.990470394179518,45.81720049076707
1922,"POLJIČKA 4","","Trnje","Cvjetnica","Zvono","Staklo",15.964439554749948,45.79623722343781
1924,"SAVSKA CESTA 95, 10000 ZAGREB","","Trnje","Cvjetnica","Zvono","Staklo",15.959930762243955,45.79565188938383
1925,"SAVSKA CESTA 107, 10000 ZAGREB","","Trnje","CVJETNICA","Zvono","Papir",15.959405048302594,45.79485896593967
1926,"SAVSKA CESTA 107, 10000 ZAGREB","","Trnje","CVJETNICA","Zvono","Staklo",15.959480150622738,45.794776681110974
1927,"SAVSKA CESTA 107, 10000 ZAGREB","","Trnje","CVJETNICA","Zvono","Plastika",15.959533794975354,45.794851485830314
1930,"VESELKA TENŽERE 7","","Trnje","Cvjetnica","Zvono","Staklo",15.963307662402372,45.79802498117297
1932,"ZELENI TRG 1, 10000 ZAGREB","","Trnje","Cvjetnica","Zvono","Staklo",15.964554890630083,45.79536202504282
1933,"ZELENI TRG 3, 10000 ZAGREB","","Trnje","Cvjetnica","Zvono","Staklo",15.96308772181723,45.795436828204124
1934,"ZELENI TRG 4-5, 10000 ZAGREB","","Trnje","Cvjetnica","Zvono","Papir",15.961581660768816,45.795287220339134
1935,"ZELENI TRG 4-5, 10000 ZAGREB","","Trnje","Cvjetnica","Zvono","Plastika",15.961581660784093,45.795257299361815
1936,"ZELENI TRG 4-5, 10000 ZAGREB","","Trnje","Cvjetnica","Zvono","Staklo",15.961589708065,45.79523672831306
1937,"ZELENI TRG 7, 10000 ZAGREB","","Trnje","Cvjetnica","Zvono","Staklo",15.961806966835812,45.79618486191199
1938,"CVJETNO NASELJE I. 10, 10000 ZAGREB","","Trnje","Cvjetno naselje","Zvono","Staklo",15.964556231077202,45.79217715650309
1939,"CVJETNO NASELJE II. 25, 10000 ZAGREB","","Trnje","Cvjetno naselje","Zvono","Staklo",15.96599389512432,45.79143655003201
1941,"MIRAMARSKA CESTA 125, 10000 ZAGREB","","Trnje","Cvjetno naselje","Zvono","Staklo",15.972495569657138,45.79403423878877
1942,"PRISAVLJE 6, 10000 ZAGREB","","Trnje","Cvjetno naselje","Zvono","Staklo",15.963917865055357,45.790320012360624
1943,"PRISAVLJE 12, 10000 ZAGREB","","Trnje","Cvjetno naselje","Zvono","Staklo",15.966114594272643,45.790503297806374
1944,"TRNJANSKA STRUGA 34","","Trnje","Cvjetno naselje","Zvono","Staklo",15.97597975938738,45.791240175565164
1947,"AVENIJA MARINA DRŽIĆA 19, 10000 ZAGREB","","Trnje","Kanal","Zvono","Papir",15.995439185289616,45.801710646561695
1948,"TRG LUKE BOTIĆA 2, 10000 ZAGREB","","Trnje","Kanal","Zvono","Staklo",15.99450577733758,45.803722605918836
1949,"ZAVRTNICA 17, 10000 ZAGREB","","Trnje","Kanal","Zvono","Staklo",15.999907745680007,45.807211576336
1950,"PERE BUDMANIJA 3","","Trnje","Kanal","Zvono","Staklo",15.999145998250135,45.80215193751531
1951,"DUBRAVKIN TRG 8","","Trnje","Kanal","Zvono","Papir",15.995989038515338,45.802376321556345
1952,"MARINA DRŽIĆA 6","","Trnje","\"Marin Držić\"","Zvono","Staklo",15.993840589209004,45.80297654443891
1956,"MARINA DRŽIĆA 14","","Trnje","\"Marin Držić\"","Zvono","Papir",15.996522797781196,45.79788753540638
1957,"ULICA CVIJETE ZUZORIĆ 27, 10000 ZAGREB","","Trnje","\"Marin Držić\"","Zvono","Staklo",15.995314463644695,45.795822066959964
1958,"NALJEŠKOVIĆEVA 17","","Trnje","\"Marin Držić\"","Zvono","Plastika",15.996786995985332,45.79693008035973
1959,"NALJEŠKOVIĆEVA 17","","Trnje","\"Marin Držić\"","Zvono","Staklo",15.996754809894405,45.796993661357355
